copy;common;0;1;1;1;O0;3.08;
copy;common;0;1;2;1;O0;5.79;
copy;common;0;1;4;1;O0;7.50;
copy;common;0;1;8;1;O0;7.01;
copy;common;1;1;1;1;O0;3.08;
copy;common;1;1;2;1;O0;5.83;
copy;common;1;1;4;1;O0;7.51;
copy;common;1;1;8;1;O0;6.74;
copy;common;2;1;1;1;O0;5.33;
copy;common;2;1;2;1;O0;7.61;
copy;common;2;1;4;1;O0;7.58;
copy;common;2;1;8;1;O0;8.11;
copy;common;3;1;1;1;O0;0.80;
copy;common;3;1;2;1;O0;1.57;
copy;common;3;1;4;1;O0;2.92;
copy;common;3;1;8;1;O0;2.88;
copy;common;0;2;1;1;O0;3.08;
copy;common;0;2;2;1;O0;5.81;
copy;common;0;2;4;1;O0;7.46;
copy;common;0;2;8;1;O0;7.24;
copy;common;1;2;1;1;O0;2.99;
copy;common;1;2;2;1;O0;5.70;
copy;common;1;2;4;1;O0;7.50;
copy;common;1;2;8;1;O0;7.11;
copy;common;2;2;1;1;O0;5.32;
copy;common;2;2;2;1;O0;7.60;
copy;common;2;2;4;1;O0;7.54;
copy;common;2;2;8;1;O0;7.99;
copy;common;3;2;1;1;O0;0.80;
copy;common;3;2;2;1;O0;1.57;
copy;common;3;2;4;1;O0;2.90;
copy;common;3;2;8;1;O0;2.87;
copy;common;0;3;1;1;O0;3.07;
copy;common;0;3;2;1;O0;5.73;
copy;common;0;3;4;1;O0;7.42;
copy;common;0;3;8;1;O0;7.25;
copy;common;1;3;1;1;O0;3.04;
copy;common;1;3;2;1;O0;5.81;
copy;common;1;3;4;1;O0;7.45;
copy;common;1;3;8;1;O0;7.34;
copy;common;2;3;1;1;O0;5.15;
copy;common;2;3;2;1;O0;7.52;
copy;common;2;3;4;1;O0;7.53;
copy;common;2;3;8;1;O0;8.52;
copy;common;3;3;1;1;O0;0.80;
copy;common;3;3;2;1;O0;1.54;
copy;common;3;3;4;1;O0;2.92;
copy;common;3;3;8;1;O0;2.88;
copy;common;0;4;1;1;O0;3.07;
copy;common;0;4;2;1;O0;5.77;
copy;common;0;4;4;1;O0;7.43;
copy;common;0;4;8;1;O0;7.61;
copy;common;1;4;1;1;O0;3.07;
copy;common;1;4;2;1;O0;5.81;
copy;common;1;4;4;1;O0;7.66;
copy;common;1;4;8;1;O0;7.50;
copy;common;2;4;1;1;O0;5.30;
copy;common;2;4;2;1;O0;7.78;
copy;common;2;4;4;1;O0;7.53;
copy;common;2;4;8;1;O0;8.61;
copy;common;3;4;1;1;O0;0.80;
copy;common;3;4;2;1;O0;1.57;
copy;common;3;4;4;1;O0;2.92;
copy;common;3;4;8;1;O0;2.87;
copy;common;0;1;1;1;O1;7.12;
copy;common;0;1;2;1;O1;7.70;
copy;common;0;1;4;1;O1;7.40;
copy;common;0;1;8;1;O1;7.60;
copy;common;1;1;1;1;O1;7.19;
copy;common;1;1;2;1;O1;7.88;
copy;common;1;1;4;1;O1;7.72;
copy;common;1;1;8;1;O1;7.70;
copy;common;2;1;1;1;O1;7.37;
copy;common;2;1;2;1;O1;7.86;
copy;common;2;1;4;1;O1;7.51;
copy;common;2;1;8;1;O1;7.84;
copy;common;3;1;1;1;O1;3.52;
copy;common;3;1;2;1;O1;6.51;
copy;common;3;1;4;1;O1;7.44;
copy;common;3;1;8;1;O1;7.07;
copy;common;0;2;1;1;O1;7.21;
copy;common;0;2;2;1;O1;7.79;
copy;common;0;2;4;1;O1;8.04;
copy;common;0;2;8;1;O1;8.41;
copy;common;1;2;1;1;O1;7.19;
copy;common;1;2;2;1;O1;7.79;
copy;common;1;2;4;1;O1;8.18;
copy;common;1;2;8;1;O1;8.02;
copy;common;2;2;1;1;O1;7.25;
copy;common;2;2;2;1;O1;7.92;
copy;common;2;2;4;1;O1;7.71;
copy;common;2;2;8;1;O1;8.20;
copy;common;3;2;1;1;O1;3.51;
copy;common;3;2;2;1;O1;6.31;
copy;common;3;2;4;1;O1;7.39;
copy;common;3;2;8;1;O1;7.37;
copy;common;0;3;1;1;O1;7.20;
copy;common;0;3;2;1;O1;7.76;
copy;common;0;3;4;1;O1;8.12;
copy;common;0;3;8;1;O1;8.78;
copy;common;1;3;1;1;O1;7.14;
copy;common;1;3;2;1;O1;7.77;
copy;common;1;3;4;1;O1;8.25;
copy;common;1;3;8;1;O1;8.87;
copy;common;2;3;1;1;O1;7.20;
copy;common;2;3;2;1;O1;7.75;
copy;common;2;3;4;1;O1;8.23;
copy;common;2;3;8;1;O1;8.71;
copy;common;3;3;1;1;O1;3.51;
copy;common;3;3;2;1;O1;6.41;
copy;common;3;3;4;1;O1;7.34;
copy;common;3;3;8;1;O1;7.95;
copy;common;0;4;1;1;O1;7.12;
copy;common;0;4;2;1;O1;7.77;
copy;common;0;4;4;1;O1;8.22;
copy;common;0;4;8;1;O1;8.64;
copy;common;1;4;1;1;O1;7.20;
copy;common;1;4;2;1;O1;7.83;
copy;common;1;4;4;1;O1;8.10;
copy;common;1;4;8;1;O1;8.74;
copy;common;2;4;1;1;O1;7.33;
copy;common;2;4;2;1;O1;7.78;
copy;common;2;4;4;1;O1;7.99;
copy;common;2;4;8;1;O1;8.62;
copy;common;3;4;1;1;O1;3.50;
copy;common;3;4;2;1;O1;6.44;
copy;common;3;4;4;1;O1;7.35;
copy;common;3;4;8;1;O1;7.98;
copy;common;0;1;1;1;O2;12.95;
copy;common;0;1;2;1;O2;14.01;
copy;common;0;1;4;1;O2;13.78;
copy;common;0;1;8;1;O2;14.94;
copy;common;1;1;1;1;O2;12.96;
copy;common;1;1;2;1;O2;13.96;
copy;common;1;1;4;1;O2;14.21;
copy;common;1;1;8;1;O2;17.13;
copy;common;2;1;1;1;O2;13.01;
copy;common;2;1;2;1;O2;14.34;
copy;common;2;1;4;1;O2;14.00;
copy;common;2;1;8;1;O2;13.39;
copy;common;3;1;1;1;O2;12.94;
copy;common;3;1;2;1;O2;14.50;
copy;common;3;1;4;1;O2;13.90;
copy;common;3;1;8;1;O2;15.74;
copy;common;0;2;1;1;O2;12.88;
copy;common;0;2;2;1;O2;14.05;
copy;common;0;2;4;1;O2;13.81;
copy;common;0;2;8;1;O2;12.93;
copy;common;1;2;1;1;O2;12.97;
copy;common;1;2;2;1;O2;14.11;
copy;common;1;2;4;1;O2;13.71;
copy;common;1;2;8;1;O2;13.69;
copy;common;2;2;1;1;O2;12.92;
copy;common;2;2;2;1;O2;13.85;
copy;common;2;2;4;1;O2;13.55;
copy;common;2;2;8;1;O2;12.95;
copy;common;3;2;1;1;O2;12.97;
copy;common;3;2;2;1;O2;13.97;
copy;common;3;2;4;1;O2;13.61;
copy;common;3;2;8;1;O2;13.49;
copy;common;0;3;1;1;O2;12.71;
copy;common;0;3;2;1;O2;13.84;
copy;common;0;3;4;1;O2;13.51;
copy;common;0;3;8;1;O2;12.81;
copy;common;1;3;1;1;O2;12.98;
copy;common;1;3;2;1;O2;14.03;
copy;common;1;3;4;1;O2;13.61;
copy;common;1;3;8;1;O2;12.48;
copy;common;2;3;1;1;O2;13.03;
copy;common;2;3;2;1;O2;13.76;
copy;common;2;3;4;1;O2;13.37;
copy;common;2;3;8;1;O2;12.72;
copy;common;3;3;1;1;O2;12.88;
copy;common;3;3;2;1;O2;13.87;
copy;common;3;3;4;1;O2;13.59;
copy;common;3;3;8;1;O2;12.64;
copy;common;0;4;1;1;O2;12.98;
copy;common;0;4;2;1;O2;14.05;
copy;common;0;4;4;1;O2;13.54;
copy;common;0;4;8;1;O2;12.55;
copy;common;1;4;1;1;O2;12.97;
copy;common;1;4;2;1;O2;13.90;
copy;common;1;4;4;1;O2;13.42;
copy;common;1;4;8;1;O2;12.30;
copy;common;2;4;1;1;O2;12.91;
copy;common;2;4;2;1;O2;14.06;
copy;common;2;4;4;1;O2;13.56;
copy;common;2;4;8;1;O2;12.23;
copy;common;3;4;1;1;O2;12.99;
copy;common;3;4;2;1;O2;13.93;
copy;common;3;4;4;1;O2;13.50;
copy;common;3;4;8;1;O2;12.63;
copy;common;0;1;1;1;O3;12.94;
copy;common;0;1;2;1;O3;14.44;
copy;common;0;1;4;1;O3;15.23;
copy;common;0;1;8;1;O3;15.34;
copy;common;1;1;1;1;O3;12.91;
copy;common;1;1;2;1;O3;14.05;
