2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2.901982,2.898954,2.896197,2.897098,2.906241,2.897119,2.899611,2.896684,2.907583,2.90133,2.906109,2.908251,2.915697,2.914046,2.906546,2.900678,2.906407,2.909723,2.905163,2.912154,2.920305,2.908913,2.909576,2.908858,2.906581,2.912913,2.904936,2.903495,2.908176,2.913251,2.903237,2.905081,2.906732,2.912155,2.908819,2.919098,2.911635,2.909394,2.932087,3.397203,2.996505,3.406394,2.999312,2.945396,3.019432,3.301425,3.323838,3.458843,3.380296,3.248775,3.312695,3.22719,3.219788,3.364585,3.348096,3.24305,3.277041,3.205012,3.236129,3.258709,3.178431,3.47291,3.172712,3.219453,3.190876,3.265247,3.267418,3.327238,3.298472,3.141814,3.393215,3.179778,3.191156,3.412683,3.126118,3.251747,3.233394,3.118507,3.240117,3.337575,3.123008,3.341704,3.141768,3.201194,3.112354,3.275516,3.106807,3.109731,3.178575,3.322628,3.102901,3.088413,3.162292,3.139433,3.228596,3.193749,3.116429,3.149017,3.205653
2.898295,2.896736,2.900426,2.897032,2.897796,2.896345,2.903726,2.899693,2.900148,2.899996,2.898831,2.897459,2.909146,2.900423,2.901337,3.040227,2.89972,2.932342,3.218358,3.151126,3.195367,3.200771,3.288023,3.236414,3.208939,3.198498,3.408765,3.553694,3.411021,3.442054,3.467021,3.347274,3.327587,3.292955,3.231019,3.20899,3.196534,3.152979,3.156367,3.272701,3.148744,3.291011,3.095211,3.188651,3.225182,3.186443,3.18878,3.214002,3.256623,3.129965,3.245055,3.246259,3.234069,3.251722,3.223738,3.229436,3.216283,3.206276,3.196147,3.203508,3.200867,3.189618,3.178266,3.19834,3.150012,3.087742,3.103324,3.181701,3.161029,3.163191,3.152485,3.160959,3.16796,3.15239,3.136895,3.142959,3.137294,3.145507,3.124105,3.121016,3.12462,3.126702,3.117065,3.129763,3.109881,3.109981,3.099882,3.120205,3.107796,3.116096,3.09269,3.099276,3.116862,3.099331,3.09311,3.088742,3.080976,3.08373,3.080811
2.898556,2.902382,2.90259,2.90159,2.898198,2.898508,2.903573,2.903125,2.910636,2.918384,2.914738,2.911348,2.906486,2.905447,2.906433,3.488139,2.924358,2.989644,3.166955,3.50188,3.792127,3.400004,3.415846,3.669869,3.241955,3.372975,3.292625,3.34564,3.179737,3.175434,3.23867,3.209894,3.150608,3.108239,3.150666,3.17802,3.134938,3.172905,3.227449,3.158162,3.128504,3.131919,3.34623,3.326552,3.344779,3.389541,3.345155,3.310643,3.195462,3.096953,3.156207,3.257836,3.249956,3.267262,3.24431,3.250983,3.222124,3.219699,3.211836,3.242855,3.206725,3.209177,3.202841,3.194659,3.195,3.181248,3.176134,3.19418,3.172602,3.173089,3.170729,3.170658,3.162866,3.148578,3.177394,3.149604,3.139532,3.151825,3.137442,3.1325,3.135739,3.135251,3.123221,3.128967,3.122234,3.114174,3.119846,3.119339,3.120227,3.106565,3.11527,3.102264,3.101513,3.093942,3.095666,3.105715,3.089923,3.09334,3.095645
2.902367,2.899032,2.905461,2.906136,2.902541,2.9021,2.901771,2.907108,2.92833,2.906993,2.905111,2.938532,2.917395,2.972373,2.930229,3.056411,3.123558,3.323615,3.332094,3.263863,3.176712,3.014574,3.097239,3.161879,3.112864,3.116141,3.020585,3.055612,3.046395,3.026105,3.116325,3.114691,3.001742,3.10781,3.155091,3.035341,3.018534,3.032221,3.019865,3.070795,3.033597,3.347312,3.377892,3.348081,3.331682,3.33488,3.302941,3.306864,3.297387,3.289457,3.275486,3.267275,3.271724,3.265831,3.252058,3.253246,3.231804,3.240532,3.225437,3.238423,3.229363,3.276284,3.198033,3.196296,3.193412,3.214225,3.20704,3.181922,3.169985,3.182671,3.173883,3.166686,3.182769,3.166126,3.174952,3.157993,3.150346,3.142774,3.139872,3.154402,3.155769,3.137451,3.137965,3.132952,3.122926,3.125076,3.113081,3.143414,3.129248,3.119532,3.103801,3.107913,3.104313,3.105164,3.114789,3.108733,3.110365,3.09905,3.09212
3.08116,3.269405,3.239318,2.980251,3.148041,2.944006,3.275447,3.65161,3.900204,3.702413,3.42623,3.823771,4.004129,4.225165,4.106405,4.236206,4.011542,4.260143,3.966998,4.020033,3.936567,3.922956,3.996828,3.839713,3.873926,3.970589,3.946952,3.949814,3.945989,3.713945,3.879024,3.786291,3.751727,3.706117,3.803933,3.646367,3.586408,3.776431,3.605064,3.690196,3.694003,3.691841,3.678366,3.543832,3.630162,3.658986,3.499871,3.54097,3.577351,3.532004,3.587827,3.566519,3.490699,3.535313,3.478391,3.399718,3.447485,3.433817,3.474404,3.490907,3.460683,3.350584,3.433288,3.393458,3.451816,3.405907,3.390782,3.370218,3.305035,3.324663,3.379678,3.430569,3.357563,3.360346,3.36084,3.33558,3.337634,3.327298,3.326434,3.32709,3.335543,3.337703,3.323794,3.293278,3.310695,3.242272,3.320491,3.222864,3.287525,3.316117,3.286042,3.27636,3.267213,3.25164,3.296571,3.259949,3.270757,3.244001,3.257653
3.520584,3.665972,3.620156,3.051235,2.997135,4.642538,4.35825,4.139068,4.618502,4.397033,4.808096,4.845098,4.736907,5.116303,4.350447,4.806758,4.740477,4.63594,4.622226,4.655852,4.999622,4.568336,4.634821,4.076319,4.521462,4.12269,4.437453,4.407747,4.08722,4.220043,4.037843,3.969494,3.870361,4.018016,3.908965,3.868351,3.794362,3.743108,3.852811,3.802383,3.71405,3.85573,3.702981,3.729103,3.706457,3.549361,3.725321,3.577787,3.561659,3.609982,3.630655,3.589087,3.599081,3.483667,3.531005,3.517952,3.487843,3.481295,3.426412,3.588605,3.495016,3.371348,3.51776,3.467549,3.513121,3.469451,3.5083,3.439031,3.434486,3.329688,3.338009,3.338915,3.353979,3.390051,3.360423,3.421569,3.39665,3.330764,3.311042,3.309461,3.363713,3.414972,3.282879,3.338363,3.334529,3.349293,3.306575,3.323828,3.256338,3.297111,3.276858,3.277616,3.263166,3.259802,3.314123,3.234448,3.242998,3.227181,3.268333
2.908008,2.90117,2.903939,2.963918,2.898219,6.580202,6.318569,6.911655,7.115437,7.174364,6.980723,6.215036,6.380871,6.004308,5.87855,5.751713,5.487924,5.385157,5.215037,5.172984,5.152901,4.93396,4.900881,4.816006,4.736552,4.622527,4.351471,4.655755,4.530599,4.609107,4.334572,4.330611,4.388331,4.18954,4.22426,4.25849,4.074495,4.121634,4.123925,4.091958,3.891446,4.032401,3.86501,3.946365,3.990413,3.862239,3.927738,3.805654,3.842572,3.884331,3.82113,3.817446,3.822023,3.821407,3.722454,3.704755,3.811547,3.713024,3.663,3.75679,3.66256,3.584296,3.700492,3.67404,3.536281,3.580079,3.625859,3.631063,3.552243,3.589693,3.57574,3.579833,3.586099,3.541951,3.53762,3.498657,3.527802,3.473886,3.495232,3.538185,3.469147,3.479791,3.48548,3.442296,3.46206,3.449954,3.42947,3.475437,3.457944,3.421475,3.438736,3.430262,3.410267,3.434468,3.388078,3.405877,3.35231,3.31537,3.405761
2.8995,2.901061,2.900505,2.897191,5.158649,7.183267,6.728481,6.91537,7.058223,7.17798,7.07786,6.793782,7.089534,6.857877,6.449896,6.108211,5.922969,6.120135,5.781617,5.585881,5.401926,5.526578,5.283171,5.237105,4.806496,5.098877,5.018239,4.855258,4.589434,4.686767,4.720263,4.637913,4.606614,4.588158,4.454808,4.549936,4.471708,4.22779,4.403904,4.305553,4.243486,4.226311,4.220851,4.116516,4.03697,4.030382,4.087456,4.053119,4.151848,4.102577,3.953204,3.905269,3.899057,3.981257,3.913321,3.848554,3.903677,3.86236,3.776549,3.804638,3.770588,3.75265,3.866844,3.762435,3.802169,3.727833,3.801277,3.676087,3.7236,3.639007,3.690094,3.710011,3.698171,3.693026,3.673464,3.671673,3.580023,3.558642,3.557699,3.640541,3.599814,3.653992,3.561464,3.495473,3.522098,3.612112,3.496232,3.588234,3.59494,3.563328,3.471769,3.473243,3.570846,3.543011,3.507318,3.441007,3.462214,3.49994,3.627962
5.418169,6.722105,6.095252,8.411701,8.964404,8.948035,8.521765,8.956443,8.922478,8.889367,8.881165,8.242601,8.952088,8.857937,8.336084,8.561324,8.331785,8.060791,8.231451,8.592537,8.131502,8.415064,8.405859,8.3684,8.356376,7.341849,8.106318,8.52735,8.28088,7.831718,7.287533,7.883499,7.818183,8.350358,8.069845,8.056342,7.851221,7.728062,7.174559,8.034179,7.509263,7.865397,7.900414,7.42626,7.473019,7.97387,7.491331,7.410809,7.705656,7.22075,6.87369,7.91251,6.980588,7.234856,5.849363,7.504365,7.036479,6.132996,7.271199,7.296744,6.828574,7.417002,7.47951,7.072134,7.330509,6.539459,6.9158,7.337905,7.231665,7.401472,6.714527,7.311881,6.952701,7.365743,7.211428,6.681319,7.434454,7.050386,7.631889,6.50191,7.355327,7.120333,6.797923,7.083035,7.455953,7.048764,7.170805,7.088019,6.688291,6.635492,6.992157,6.969466,6.383483,7.116067,6.573932,6.568301,7.369057,6.679144,6.019262
