1,3.804788
6,3.729308
11,3.738974
16,3.817842
21,3.692423
26,3.69131
31,3.691582
36,3.68716
41,3.797231
46,3.795828
51,3.798615
56,3.795291
61,3.795576
66,3.797765
71,3.796185
76,3.800437
81,3.802566
86,3.690296
91,3.693027
96,3.800657
101,3.810888
106,3.804231
111,3.804913
116,3.812081
121,3.805584
126,3.742805
131,3.810024
136,3.748335
141,3.822859
146,3.828455
151,3.816726
156,3.740035
161,3.696954
166,3.69472
171,3.695891
176,3.819375
181,3.830009
186,3.824068
191,3.822314
196,3.694302
201,3.821821
206,3.807467
211,3.692167
216,3.691379
221,3.687988
226,3.817142
231,3.694726
236,3.818258
241,3.813927
246,3.813594
251,3.819911
256,3.817438
261,3.814492
266,3.802867
271,3.810921
276,3.799415
281,3.809093
286,3.807185
291,3.802146
296,3.810138
300,3.852685
301,3.885489
302,3.853455
303,3.84882
304,3.756368
305,3.726135
306,3.814795
307,3.872814
308,3.817541
309,3.838213
310,3.769729
311,3.681272
312,3.813696
313,3.623849
314,3.727394
315,3.663942
316,3.739105
317,3.818068
318,3.760968
319,3.744778
320,3.742915
321,3.654106
322,3.719021
323,3.753597
324,3.764791
325,3.658195
326,3.664171
327,3.658603
328,3.705292
329,3.712921
330,3.716313
331,3.736428
332,3.729592
333,3.76816
334,3.805289
335,3.652547
336,3.76233
337,3.703981
338,3.677986
339,3.801738
340,3.803468
341,3.856035
342,3.772659
343,3.793868
344,3.781418
345,3.796429
346,3.866399
347,3.841837
348,3.847445
349,3.856753
350,3.829502
351,3.885705
352,3.831526
353,3.906433
354,3.916832
355,3.932102
356,3.925524
357,3.92612
358,3.931252
359,3.925066
360,3.867421
361,3.865999
362,3.865438
363,3.923019
364,3.923416
365,3.924256
366,3.910719
367,3.910004
368,3.909378
369,3.925897
370,3.920993
371,3.908016
372,3.911356
373,3.913515
374,3.919809
375,3.887157
376,3.95955
377,3.957686
378,3.954488
379,3.937828
380;3.900364;
381;3.901180;
382;3.962370;
383;4.011613;
384;3.953058;
385;4.042913;
386;4.002974;
387;4.010689;
388;3.992232;
389;3.950019;
390;4.059320;
391;3.886533;
392;3.963322;
393;3.954667;
394;3.962787;
395;3.887163;
396;3.882746;
397;3.996274;
398;4.063942;
399;4.016748;
400;4.053955;
401;3.985392;
402;3.935384;
403;3.973836;
404;3.905383;
405;3.924156;
406;3.930367;
407;3.970642;
408;3.960196;
409;3.934869;
410;3.963325;
411;3.910302;
412;3.914243;
413;3.974791;
414;4.028688;
415;3.939911;
416;4.062969;
417;3.931526;
418;4.142107;
419;4.116651;
420;4.000704;
421;4.176411;
422;3.968260;
423;4.015479;
424;4.009313;
425;4.080678;
426;4.062236;
427;4.024421;
428;4.016432;
429;3.968211;
430;3.985290;
431;4.071539;
432;4.047890;
433;3.970841;
434;3.984693;
435;4.067745;
436;4.041576;
437;4.046919;
438;4.067270;
439;4.085146;
440;4.070466;
441;4.040232;
442;4.097584;
443;4.193123;
444;4.077620;
445;4.287856;
446;4.016112;
447;4.164687;
448;4.113446;
449;4.127061;
450;4.278610;
451;4.056574;
452;3.999484;
453;4.070272;
454;4.053932;
455;4.012438;
456;4.217306;
457;4.017585;
458;3.940880;
459;3.960535;
460;3.989564;
