1,0.421513
2,0.4163
3,0.399363
4,0.417754
5,0.388548
6,0.410908
7,0.411042
8,0.415019
9,0.418507
10,0.420526
11,0.382385
12,0.391116
13,0.394157
14,0.386204
15,0.41445
16,0.392212
17,0.399817
18,0.419465
19,0.408831
20,0.383312
21,0.379066
22,0.38292
23,0.419244
24,0.393951
25,0.381196
26,0.384493
27,0.386307
28,0.417021
29,0.393269
30,0.38579
31,0.382773
32,0.388005
33,0.389015
34,0.416815
35,0.377687
36,0.383365
37,0.385828
38,0.405621
39,0.408837
40,0.396667
41,0.410645
42,0.388959
43,0.39073
44,0.389367
45,0.391699
46,0.399526
47,0.401424
48,0.397015
49,0.395202
50,0.398672
51,0.403037
52,0.397544
53,0.391226
54,0.401593
55,0.401778
56,0.403155
57,0.402138
58,0.41201
59,0.413893
60,0.413257
61,0.413149
62,0.423925
63,0.425267
64,0.424234
65,0.424024
66,0.433941
67,0.435446
68,0.435525
69,0.434698
70,0.446918
71,0.447629
72,0.446635
73,0.447734
74,0.45692
75,0.458591
76,0.459194
77,0.459304
78,0.468465
79,0.470514
80,0.470534
81,0.470643
82,0.479637
83,0.481621
84,0.480993
85,0.480243
86,0.490805
87,0.497377
88,0.492193
89,0.493123
90,0.502877
91,0.503752
92,0.504281
93,0.503045
94,0.514104
95,0.519161
96,0.515278
97,0.515909
98,0.525464
99,0.526988
100,0.526987
101,0.536777
102,0.536846
103,0.54843
104,0.547779
105,0.548878
106,0.548979
107,0.560303
108,0.559972
109,0.559577
110,0.563129
111,0.571494
112,0.57138
113,0.571674
114,0.57209
115,0.582318
116,0.582258
117,0.582335
118,0.583223
119,0.594804
120,0.59426
121,0.592848
122,0.593261
123,0.605034
124,0.604569
125,0.605545
126,0.605037
127,0.615352
128,0.616403
129,0.619023
130,0.618619
131,0.630279
132,0.626509
133,0.626644
134,0.627467
135,0.638859
136,0.638364
137,0.639078
138,0.63961
139,0.650314
140,0.650542
141,0.652818
142,0.655513
143,0.661881
144,0.66142
145,0.661573
146,0.660617
147,0.678392
148,0.67175
149,0.678221
150,0.67341
151,0.684134
152,0.683669
153,0.684183
154,0.686052
155,0.694689
156,0.696001
157,0.69558
158,0.695735
159,0.706226
160,0.707179
161,0.70717
162,0.706472
163,0.718372
164,0.718687
165,0.718239
166,0.718196
167,0.729671
168,0.729873
169,0.730427
170,0.73001
171,0.74166
172,0.741222
173,0.741379
174,0.740819
175,0.752859
176,0.753757
177,0.752589
178,0.751664
179,0.763471
180,0.763462
181,0.763563
182,0.763728
183,0.774671
184,0.77515
185,0.774956
186,0.775514
187,0.788899
188,0.786769
189,0.786818
190,0.78733
191,0.798299
192,0.797449
193,0.798132
194,0.796965
195,0.808706
196,0.80888
197,0.809233
198,0.808915
199,0.820158
200,0.820263
201,0.820471
202,0.826
203,0.832461
204,0.831772
205,0.831673
206,0.831876
207,0.843301
208,0.848225
209,0.842753
210,0.843173
211,0.856156
212,0.854196
213,0.854758
214,0.855124
215,0.865718
216,0.866198
217,0.869946
218,0.865595
219,0.878003
220,0.876881
221,0.877882
222,0.878178
223,0.889065
224,0.888588
225,0.889456
226,0.889507
227,0.900003
228,0.899997
229,0.901957
230,0.899654
231,0.912145
232,0.9114
233,0.912036
234,0.912348
235,0.927038
236,0.923475
237,0.924254
238,0.923595
239,0.93564
240,0.935328
241,0.934249
242,0.93454
243,0.945952
244,0.946022
245,0.945491
246,0.945191
247,0.957229
248,0.957103
249,0.957627
250,0.958112
251,0.969515
252,0.969487
253,0.971037
254,0.971841
255,0.980615
256,0.980384
257,0.981743
258,0.980569
259,0.991694
260,0.991746
261,0.990866
262,0.991659
263,1.003247
264,1.002584
265,1.002476
266,1.003724
267,1.0147
268,1.014683
269,1.016752
270,1.013692
271,1.026021
272,1.02667
273,1.025797
274,1.025332
275,1.041462
276,1.037042
277,1.037557
278,1.03752
279,1.048296
280,1.048583
281,1.048585
282,1.048997
283,1.059367
284,1.059716
285,1.06079
286,1.063893
287,1.071601
288,1.070845
289,1.071354
290,1.071521
291,1.082151
292,1.083099
293,1.084897
294,1.084077
295,1.0946
296,1.093431
297,1.09396
298,1.094972
299,1.106629
300,1.106355
301,1.105548
302,1.105418
303,1.117727
304,1.116405
305,1.116748
306,1.116847
307,1.127523
308,1.128178
309,1.128367
310,1.128514
311,1.140465
312,1.139633
313,1.139441
314,1.140516
315,1.15095
316,1.150422
317,1.151761
318,1.151677
319,1.16333
320,1.162119
321,1.162672
322,1.163609
323,1.173336
324,1.173883
325,1.174748
326,1.178376
327,1.184859
328,1.184768
329,1.185271
330,1.185157
331,1.196804
332,1.1965
333,1.197662
334,1.19654
335,1.208492
336,1.207447
337,1.208584
338,1.207607
339,1.219891
340,1.219428
341,1.220088
342,1.21932
343,1.230657
344,1.230219
345,1.231223
346,1.229723
347,1.245245
348,1.242021
349,1.242977
350,1.243044
351,1.253788
352,1.253217
353,1.253302
354,1.252314
355,1.264781
356,1.264797
357,1.264543
358,1.265153
359,1.276636
360,1.277867
361,1.276804
362,1.27636
363,1.288143
364,1.288014
365,1.289163
366,1.2881
367,1.300897
368,1.298914
369,1.300727
370,1.299484
371,1.311229
372,1.309939
373,1.311724
374,1.311202
375,1.32163
376,1.322822
377,1.323572
378,1.324878
379,1.334936
