2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
11.320776,11.319426,11.319768,11.258928,11.258388,11.258988,11.270847,11.137251,11.137515,11.139246,11.137629,13.855287,13.750704,13.560828,13.532292,13.01103,12.920343,12.773508,12.741303,12.606837,12.576714,12.4368,12.418701,12.322185,12.263496,12.229047,12.207747,12.119691,12.104202,12.037188,11.99793,11.547054,11.515113,11.484003,11.436318,11.416635,11.400153,11.367294,11.340243,11.328987,11.30805,11.306319,11.265915,11.24754,11.247699,11.216694,11.225997,11.17518,11.166966,11.153373,11.13999,11.128026,11.106906,11.086875,11.081217,11.077011,11.078532,11.056425,11.059773,11.030034,11.340615,11.015307,11.007276,10.944573,10.960671,10.939257,10.920018,10.912944,10.910226,10.897302,10.900605,10.872498,10.878585,10.868292,10.846551,10.858869,10.84278,10.85496,10.839939,10.828542,10.836192,10.824135,10.826919,10.80387,10.802478,10.804071,10.7886,10.785003,10.775181,10.787769,10.78038,10.769535,10.773534,10.763061,10.76658,10.752888,10.750887,10.772619,10.74117
11.32215,11.319471,11.32011,11.259975,11.258517,11.258979,11.258391,15.488055,11.136762,14.616504,14.280474,14.01861,13.738506,13.606263,13.400283,13.079661,12.929091,12.741627,12.713208,12.559767,12.542271,12.484545,12.33927,12.336378,12.224844,12.242103,12.173721,12.142368,12.086454,12.04653,11.991474,11.541624,11.506989,11.452296,11.472894,11.420307,11.371788,11.368404,11.346312,11.343306,11.321472,11.281344,11.279763,11.243427,11.224815,11.227851,11.210082,11.177355,11.179524,11.114244,11.135196,11.105685,11.125089,11.09598,11.063115,11.073675,11.05569,11.030049,11.05404,11.031231,11.002101,11.012484,11.003478,10.942272,10.935483,10.921095,10.927677,10.881144,10.886976,10.87821,10.893717,10.859124,10.876761,10.843191,10.846113,10.862085,11.541867,10.837911,10.838142,10.828026,10.816029,10.807497,10.821585,10.782702,10.807431,10.802082,10.78632,10.773108,10.788399,10.772961,10.767231,10.772193,10.766181,10.753683,10.743363,10.758969,10.762185,10.72983,10.736574
11.319444,11.31993,11.319516,11.259525,19.353546,11.258772,11.259216,16.244973,15.544299,15.148074,14.671032,14.52486,14.185623,14.024877,13.748322,13.460718,13.292862,13.131567,12.996189,12.912378,12.895596,12.786543,12.664707,12.646905,12.436143,12.394632,12.452607,12.395823,12.271587,12.181914,12.143679,11.683545,11.779218,11.691705,11.616372,11.663259,11.629059,11.513271,11.526507,11.464377,11.409855,11.489502,11.389062,11.423721,11.325558,11.398992,11.378676,11.290041,11.326566,11.294352,11.339202,11.293425,11.225169,11.24841,11.168055,11.233392,11.1396,11.146893,11.175972,11.105553,11.166159,11.153634,11.089572,11.022276,10.999773,11.05482,11.043669,10.987947,11.013555,10.977519,10.965357,11.002503,10.952463,10.97586,10.932627,10.940217,10.958946,10.916112,10.938363,10.907541,10.924074,10.927764,10.882701,10.870083,10.868073,10.899243,10.893708,10.856058,10.872384,10.868334,10.864875,10.867707,10.823091,10.819824,10.830135,10.820871,10.842249,10.799586,10.798191
11.322156,11.330703,11.337609,11.311191,11.312856,11.289978,17.348061,16.25316,15.719631,15.299268,14.889333,14.578503,14.302791,14.087838,13.915548,13.469796,13.417488,13.250805,13.085295,12.983103,12.90357,12.796881,12.793266,12.628386,12.583602,12.556116,12.452409,12.443541,12.364515,12.302751,12.284667,11.863899,11.767995,11.746203,11.704272,11.666979,11.628216,11.599053,11.573751,11.54589,11.558571,11.532426,11.469315,11.445009,11.441709,11.420121,11.368362,11.383389,11.347482,11.331369,11.323116,11.332626,11.321781,11.268069,11.254008,11.242074,11.237406,11.208552,11.223918,11.202792,11.173797,11.161245,11.15181,11.104149,11.103357,11.108142,11.079885,11.071452,11.063256,11.051673,11.040168,11.084445,11.046456,11.025705,11.026263,10.996938,10.990446,10.976184,10.97535,10.973094,10.980627,10.96983,10.946868,10.94781,10.938492,10.938879,10.941555,10.909794,10.929435,10.900545,10.895682,10.889781,10.902252,10.892226,10.875372,10.87527,10.8657,10.868175,10.861761
11.341818,11.324037,11.325474,11.29116,11.296698,19.239126,17.895048,17.304636,16.697409,16.09887,15.43266,15.129561,14.988756,14.563797,14.430111,14.133717,13.941384,13.674036,13.559535,13.398885,13.305033,13.246587,13.075152,13.055181,12.982659,12.80886,12.755208,12.768627,12.720939,12.688734,12.621552,12.253707,12.173034,12.121143,12.126825,12.059052,12.055077,11.949987,11.937333,11.907201,11.938197,11.8545,11.863389,11.813994,11.765559,11.738574,11.743473,11.76222,11.660175,11.638086,11.632299,11.635026,11.574189,11.612667,11.553291,11.574219,11.515335,11.567208,11.487057,11.506836,11.460387,11.432202,11.541285,11.405949,11.398212,11.445294,11.422284,11.350878,11.347674,11.332635,11.325168,11.32197,11.297526,11.300067,11.288313,11.296953,11.260635,11.257155,11.254044,11.232585,11.287725,11.212158,11.215548,11.205489,11.19471,11.218758,11.24025,11.22834,11.225205,11.159523,11.154975,11.146272,11.186298,11.129835,11.233566,11.179977,11.117835,11.133657,11.186583
11.417427,11.450088,11.392728,12.25563,12.413661,19.744734,19.288413,18.737013,18.068523,17.658768,17.077992,16.942401,16.764954,16.300182,16.277481,15.813393,15.777261,15.606867,15.522375,15.384582,15.073017,15.272835,15.069903,14.989293,14.897643,14.929914,14.765982,14.706765,14.705013,14.604537,14.667537,14.523198,14.433885,14.438409,14.403738,14.325567,14.312637,14.283108,14.210979,14.229072,14.221761,14.21898,14.213679,14.146884,14.085552,14.137068,14.077245,14.079291,13.991517,14.021895,13.973043,14.021355,13.969953,13.92738,13.929342,13.920663,13.884366,13.885581,13.88856,13.84917,13.889184,13.851132,13.856166,13.852056,13.813239,13.818798,13.788336,13.788792,13.751556,13.755015,13.755486,13.722216,13.766442,13.734639,13.704477,13.739817,13.711593,13.714542,13.68675,13.693164,13.661751,13.664478,13.612512,13.62219,13.650066,13.647696,13.653207,13.613502,13.633881,13.608036,13.611174,13.615527,13.595553,13.595376,13.57923,13.576731,13.607043,13.585149,13.566588
13.131636,13.131387,13.13157,14.444238,23.582214,29.44749,27.370305,25.797876,24.563694,23.594004,22.806147,22.142712,21.818967,21.400974,20.696103,20.300577,20.000082,19.688925,19.655889,19.170432,19.010916,18.81597,18.584673,18.490527,18.345375,18.218796,18.235554,18.114591,18.008856,17.76639,17.704743,17.560362,17.482563,17.40249,17.319204,17.359359,17.197545,17.135901,17.177583,17.027766,16.970334,16.88046,16.855773,16.913763,16.784289,16.823061,16.688064,16.740615,16.614525,16.633926,16.637979,16.59807,16.50717,16.46766,16.434078,16.381374,16.435194,16.337808,16.318947,16.321641,16.324542,16.400307,16.298112,16.27656,16.205385,16.233747,16.16145,16.140651,16.124085,16.085229,16.088199,16.072044,16.1055,16.018062,16.073001,16.119738,15.98544,16.027146,15.966054,15.934509,15.937359,15.973242,15.93651,15.942753,15.928902,15.87936,15.855735,15.855117,15.844938,16.085235,15.862245,15.810372,15.840966,15.775176,15.774804,15.756255,15.801129,15.74142,15.7395
15.755694,15.756381,15.756756,16.412904,24.949329,31.632981,28.885938,27.66429,26.390856,25.473924,25.13412,24.297861,23.821185,23.540016,22.865754,22.510263,22.41999,21.95676,21.795162,21.684084,21.493671,21.297729,21.134964,20.982312,20.828931,20.581332,20.483652,20.377602,20.394141,20.184195,20.456985,19.95057,19.972647,19.942587,19.7844,19.780779,19.674525,19.698903,19.638252,19.586046,19.465221,19.43622,19.353258,19.337043,19.3467,19.232553,19.27056,19.195362,19.17885,19.165125,19.078101,19.101756,19.002402,19.043145,18.965463,18.987285,18.916494,18.875955,18.911355,18.862722,18.822657,19.103802,18.838653,18.80109,18.794499,18.760968,18.691224,18.684444,18.666246,18.651423,18.622524,18.656817,18.650268,18.623835,18.618567,18.603021,18.536409,18.576255,18.525366,18.497022,18.583191,18.526653,18.475293,18.556176,18.448005,18.439101,18.457107,18.418833,18.415284,18.424656,18.385974,18.365838,18.393123,18.383787,18.339453,18.348546,18.368406,18.325314,18.314685
17.506347,17.505309,17.507061,17.942685,35.356392,32.593476,30.888513,29.301591,28.422897,27.382458,26.600475,25.969446,25.468956,24.9999,24.63045,24.267891,24.070185,23.745162,23.525148,23.264862,23.093259,22.901166,22.81767,22.616742,22.496934,22.345344,22.240044,22.12437,22.079781,21.942219,21.870486,21.744441,21.694464,21.605424,21.63048,21.499437,21.450801,21.35424,21.323163,21.24912,21.276495,21.179364,21.151839,21.069144,21.044079,20.993796,21.018801,20.932263,20.922291,20.850918,20.840127,20.796231,20.821383,20.749374,20.73471,20.678022,20.666466,20.631504,20.662254,20.596905,20.588115,20.540418,20.537583,20.501244,20.52903,20.478141,20.468532,20.428536,20.42082,20.395746,20.426748,20.373066,20.366241,20.336025,20.327151,20.306877,20.330409,20.288664,20.283861,20.253777,20.246457,20.229243,20.252793,20.217147,20.20983,20.184942,20.17896,20.16024,20.186463,20.15238,20.148045,20.121894,20.1222,20.105529,20.126202,20.098992,20.090694,20.077602,20.068155
